id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,movementDate1,movementDate2,movementDate3,movementDate1R
58323,Stray,Nutmeg,Domestic Long Hair,Orange,Cat,3 years 6 months.,Female,Adoption,12/18/2017,01/22/2018,Adult,1,22,2018,January
58325,Moving,Oliver,Domestic Short Hair,Grey and White,Cat,3 years 3 months.,Male,Adoption,12/18/2017,12/23/2017,Adult,12,23,2017,December
58326,Moving,Katniss,Domestic Short Hair,Calico,Cat,4 years 6 months.,Female,Adoption,12/18/2017,01/19/2018,Adult,1,19,2018,January
58327,Moving,Higgins,Domestic Short Hair,Orange and White,Cat,3 years 3 months.,Male,Adoption,12/18/2017,12/21/2017,Adult,12,21,2017,December
58328,Moving,Snowflake,Domestic Short Hair,White,Cat,16 years 1 month.,Male,Transfer,12/18/2017,12/19/2017,Geriatric,12,19,2017,December
58329,Moving,Willie,Domestic Short Hair,Orange,Cat,15 years 6 months.,Female,Transfer,12/18/2017,12/19/2017,Geriatric,12,19,2017,December
58330,Stray,Obsidian - obsolete #,Domestic Short Hair,Black,Cat,4 years 0 months.,Male,Reclaimed,12/18/2017,12/19/2017,Adult,12,19,2017,December
58333,Police Assist,Rex,Pitbull,Brown and White,Dog,4 years 6 months.,Male,Reclaimed,12/19/2017,12/22/2017,Adult,12,22,2017,December
58333,Police Assist,Rex,Pitbull,Brown and White,Dog,4 years 6 months.,Male,Reclaimed,12/19/2017,05/29/2018,Adult,5,29,2018,May
58333,Police Assist,Rex,Pitbull,Brown and White,Dog,4 years 6 months.,Male,Reclaimed,12/19/2017,06/01/2018,Adult,6,1,2018,June
58334,Stray,Bailey Marie,Domestic Short Hair,Black and White,Cat,4 years 0 months.,Female,Adoption,12/19/2017,01/07/2018,Adult,1,7,2018,January
58335,Stray,Tyler Posey,Domestic Short Hair,Black and White,Cat,2 years 9 months.,Male,Adoption,12/19/2017,01/06/2018,Adult,1,6,2018,January
58336,Unsuitable Accommodation,Camo,Mix,Brindle,Dog,3 years 1 month.,Female,Adoption,12/19/2017,01/06/2018,Adult,1,6,2018,January
58337,Landlord issues,Cooper,American Bulldog/German Shepherd Dog,Black,Dog,3 years 6 months.,Male,Foster,12/19/2017,01/26/2018,Adult,1,26,2018,January
58337,Landlord issues,Cooper,American Bulldog/German Shepherd Dog,Black,Dog,3 years 6 months.,Male,Adoption,12/19/2017,01/30/2018,Adult,1,30,2018,January
58337,Landlord issues,Cooper,American Bulldog/German Shepherd Dog,Black,Dog,3 years 6 months.,Male,Foster,12/19/2017,02/12/2018,Adult,2,12,2018,February
58337,Landlord issues,Cooper,American Bulldog/German Shepherd Dog,Black,Dog,3 years 6 months.,Male,Adoption,12/19/2017,02/16/2018,Adult,2,16,2018,February
58339,Moving,Buddy,Domestic Long Hair,Black and White,Cat,12 years 5 months.,Male,Adoption,12/20/2017,12/31/2017,Senior,12,31,2017,December
58339,Moving,Buddy,Domestic Long Hair,Black and White,Cat,12 years 5 months.,Male,Adoption,12/20/2017,03/19/2018,Senior,3,19,2018,March
58340,Stray,Penelope,Beagle/Labrador Retriever,Black,Dog,3 years 4 months.,Female,Reclaimed,12/20/2017,12/23/2017,Adult,12,23,2017,December
58340,Stray,Penelope,Beagle/Labrador Retriever,Black,Dog,3 years 4 months.,Female,Transfer,12/20/2017,12/29/2017,Adult,12,29,2017,December
58341,Stray,Angel,Domestic Short Hair,Black and Brown,Cat,2 years 11 months.,Male,Adoption,12/20/2017,12/31/2017,Adult,12,31,2017,December
58342,Stray,Bonnie,Husky/Hound,Brown,Dog,2 years 9 months.,Female,Adoption,12/20/2017,12/28/2017,Adult,12,28,2017,December
58343,Stray,Clyde,Husky/Hound,"Brown, Black and White",Dog,2 years 9 months.,Male,Adoption,12/20/2017,12/28/2017,Adult,12,28,2017,December
58346,Stray,Jade,Bull Terrier/American Bulldog,Black and White,Dog,3 years 3 months.,Female,Reclaimed,12/20/2017,12/21/2017,Adult,12,21,2017,December
58346,Stray,Jade,Bull Terrier/American Bulldog,Black and White,Dog,3 years 3 months.,Female,Adoption,12/20/2017,12/30/2017,Adult,12,30,2017,December
58347,Incompatible with owner lifestyle,Maxx,Cane Corso Mastiff/Mix,Black and Brindle,Dog,5 years 9 months.,Male,Adoption,12/21/2017,01/09/2018,Adult,1,9,2018,January
58347,Incompatible with owner lifestyle,Maxx,Cane Corso Mastiff/Mix,Black and Brindle,Dog,5 years 9 months.,Male,Adoption,12/21/2017,01/16/2019,Adult,1,16,2019,January
58347,Incompatible with owner lifestyle,Maxx,Cane Corso Mastiff/Mix,Black and Brindle,Dog,5 years 9 months.,Male,Transfer,12/21/2017,07/25/2019,Adult,7,25,2019,July
58348,Stray,Pepper,Terrier,Brindle,Dog,2 years 7 months.,Female,Adoption,12/21/2017,01/10/2018,Adult,1,10,2018,January
58349,Stray,Daisy,Shih Tzu,Cream,Dog,4 years 9 months.,Female,Adoption,12/21/2017,01/06/2018,Adult,1,6,2018,January
58350,Incompatible with owner lifestyle,Mickey,Shih Tzu/Affenpinscher,Black,Dog,5 years 7 months.,Male,Adoption,12/21/2017,12/28/2017,Adult,12,28,2017,December
58352,Stray,Blitzer,Domestic Short Hair,Black,Cat,30 years 6 months.,Unknown,Transfer,12/22/2017,01/03/2018,Unknown,1,3,2018,January
58354,Police Assist,Jack,Pitbull/American Bulldog,Blue,Dog,5 years 1 month.,Male,Reclaimed,12/22/2017,12/27/2017,Adult,12,27,2017,December
58355,Police Assist,Lola,Pitbull,Brown and White,Dog,6 years 11 months.,Female,Reclaimed,12/22/2017,12/27/2017,Adult,12,27,2017,December
58355,Police Assist,Lola,Pitbull,Brown and White,Dog,6 years 11 months.,Female,Adoption,12/22/2017,01/28/2018,Adult,1,28,2018,January
58356,Police Assist,Jaycee,Pug/Beagle,Red,Dog,14 years 0 months.,Female,Reclaimed,12/22/2017,12/27/2017,Senior,12,27,2017,December
58356,Police Assist,Jaycee,Pug/Beagle,Red,Dog,14 years 0 months.,Female,Adoption,12/22/2017,01/06/2018,Senior,1,6,2018,January
58357,Stray,Sersha,Domestic Short Hair,Grey and black,Cat,32 years 6 months.,Unknown,Transfer,12/22/2017,12/22/2017,Unknown,12,22,2017,December
58358,Stray,Shea,Domestic Short Hair,Tortoiseshell,Cat,32 years 6 months.,Unknown,Transfer,12/22/2017,12/22/2017,Unknown,12,22,2017,December
58359,Stray,Aileen,Domestic Short Hair,Black,Cat,32 years 6 months.,Unknown,Transfer,12/22/2017,12/27/2017,Unknown,12,27,2017,December
58360,Incompatible with owner lifestyle,Tac,Domestic Short Hair,White,Cat,6 years 0 months.,Male,Transfer,12/22/2017,01/03/2018,Adult,1,3,2018,January
58366,Stray,Alexis,Domestic Short Hair,Black and Brown,Cat,2 years 9 months.,Female,Adoption,12/23/2017,01/18/2018,Adult,1,18,2018,January
58367,Moving,Ducki,Domestic Short Hair,Brown and Black,Cat,7 years 3 months.,Female,Adoption,12/23/2017,01/09/2018,Mature,1,9,2018,January
58369,Stray,Bandana,American Bulldog/Pit Bull Terrier,Red,Dog,4 years 6 months.,Male,Adoption,12/23/2017,01/13/2018,Adult,1,13,2018,January
58370,Stray,Sugar Plum,Domestic Short Hair,Calico,Cat,2 years 9 months.,Female,Adoption,12/23/2017,01/19/2018,Adult,1,19,2018,January
58371,Abandoned,Kevin,Pit Bull Terrier,Grey,Dog,4 years 1 month.,Male,Adoption,12/23/2017,01/20/2018,Adult,1,20,2018,January
58372,Stray,Prairie,Labrador Retriever/Mix,Black and White,Dog,3 years 11 months.,Female,Foster,12/24/2017,12/27/2017,Adult,12,27,2017,December
58372,Stray,Prairie,Labrador Retriever/Mix,Black and White,Dog,3 years 11 months.,Female,Adoption,12/24/2017,01/21/2018,Adult,1,21,2018,January
58373,Stray,Atlas,Pitbull,Red and White,Dog,5 years 6 months.,Male,Adoption,12/26/2017,01/11/2018,Adult,1,11,2018,January
58375,Stray,Gidget,Hound,White and Brown,Dog,3 years 6 months.,Female,Reclaimed,12/26/2017,12/29/2017,Adult,12,29,2017,December
58376,Stray,Oaken,Domestic Short Hair,Black,Cat,32 years 6 months.,Unknown,Transfer,12/26/2017,01/03/2018,Unknown,1,3,2018,January
58378,Incompatible with owner lifestyle,Fina,Manx/Domestic Long Hair,Calico,Cat,3 years 4 months.,Female,Adoption,12/26/2017,12/29/2017,Adult,12,29,2017,December
58379,Stray,Scooby,Pitbull/Labrador Retriever,Red,Dog,6 years 4 months.,Male,Foster,12/26/2017,02/04/2018,Adult,2,4,2018,February
58379,Stray,Scooby,Pitbull/Labrador Retriever,Red,Dog,6 years 4 months.,Male,Adoption,12/26/2017,09/17/2018,Adult,9,17,2018,September
58379,Stray,Scooby,Pitbull/Labrador Retriever,Red,Dog,6 years 4 months.,Male,Foster,12/26/2017,10/06/2018,Adult,10,6,2018,October
58379,Stray,Scooby,Pitbull/Labrador Retriever,Red,Dog,6 years 4 months.,Male,Adoption,12/26/2017,10/12/2018,Adult,10,12,2018,October
58382,Stray,King,Terrier/Staffordshire Bull Terrier,Red,Dog,3 years 0 months.,Male,Reclaimed,12/26/2017,12/30/2017,Adult,12,30,2017,December
58383,Stray,Blue,Husky,Tricolour,Dog,3 years 0 months.,Male,Reclaimed,12/26/2017,12/30/2017,Adult,12,30,2017,December
58385,Stray,Bailey,Labrador Retriever,Brown,Dog,5 years 10 months.,Unknown,Reclaimed,12/27/2017,12/27/2017,Adult,12,27,2017,December
58387,Incompatible with owner lifestyle,Mr. Cat,Domestic Short Hair,Orange and White,Cat,8 years 7 months.,Male,Transfer,12/27/2017,12/27/2017,Mature,12,27,2017,December
58391,Stray,Morgana,Domestic Short Hair/Bengal,Torbie,Cat,3 years 2 months.,Female,Adoption,12/27/2017,01/14/2018,Adult,1,14,2018,January
58396,Unsuitable Accommodation,Lucy,Hound,Brindle and White,Dog,13 years 0 months.,Female,Adoption,12/27/2017,01/16/2018,Senior,1,16,2018,January
58397,Stray,Angel,Beagle,Tricolour,Dog,4 years 7 months.,Female,Adoption,12/27/2017,01/06/2018,Adult,1,6,2018,January
58398,Stray,KitKat,Domestic Short Hair,Silver,Cat,3 years 11 months.,Male,Adoption,12/28/2017,01/28/2018,Adult,1,28,2018,January
58399,Incompatible with owner lifestyle,Baby Girl,Domestic Short Hair,Tabbico,Cat,3 years 2 months.,Female,Adoption,12/28/2017,01/19/2018,Adult,1,19,2018,January
58400,Incompatible with owner lifestyle,Mr. Stripes,Domestic Short Hair,Black and grey,Cat,3 years 3 months.,Male,Adoption,12/28/2017,01/05/2018,Adult,1,5,2018,January
58402,Stray,Mrs. Fat Cat,Domestic Long Hair,Calico,Cat,6 years 6 months.,Female,Adoption,12/28/2017,01/06/2018,Adult,1,6,2018,January
58403,Stray,Noni,Domestic Short Hair,Tortoiseshell,Cat,7 years 6 months.,Female,Foster,12/28/2017,02/18/2018,Mature,2,18,2018,February
58403,Stray,Noni,Domestic Short Hair,Tortoiseshell,Cat,7 years 6 months.,Female,Adoption,12/28/2017,03/11/2018,Mature,3,11,2018,March
58404,Stray,Dakota Wolf,Husky/Shepherd,White and Grey,Dog,9 years 6 months.,Male,Reclaimed,12/28/2017,12/30/2017,Mature,12,30,2017,December
58405,Unable to Afford,Daisy,Boxer,Brown and Black,Dog,9 years 6 months.,Female,Adoption,12/28/2017,01/13/2018,Mature,1,13,2018,January
58406,Stray,Enya,Plott Hound,Brindle,Dog,3 years 7 months.,Female,Adoption,12/29/2017,01/16/2018,Adult,1,16,2018,January
58406,Stray,Enya,Plott Hound,Brindle,Dog,3 years 7 months.,Female,Adoption,12/29/2017,01/28/2018,Adult,1,28,2018,January
58409,Moving,Mac,Rat Terrier,White and Brown,Dog,5 years 6 months.,Male,Adoption,12/29/2017,01/08/2018,Adult,1,8,2018,January
58410,Incompatible with owner lifestyle,Zeus,American Bulldog/Mix,White and Brown,Dog,3 years 6 months.,Male,Foster,12/29/2017,01/25/2018,Adult,1,25,2018,January
58410,Incompatible with owner lifestyle,Zeus,American Bulldog/Mix,White and Brown,Dog,3 years 6 months.,Male,Adoption,12/29/2017,02/10/2018,Adult,2,10,2018,February
58410,Incompatible with owner lifestyle,Zeus,American Bulldog/Mix,White and Brown,Dog,3 years 6 months.,Male,Adoption,12/29/2017,03/04/2018,Adult,3,4,2018,March
58410,Incompatible with owner lifestyle,Zeus,American Bulldog/Mix,White and Brown,Dog,3 years 6 months.,Male,Foster,12/29/2017,03/19/2018,Adult,3,19,2018,March
58410,Incompatible with owner lifestyle,Zeus,American Bulldog/Mix,White and Brown,Dog,3 years 6 months.,Male,Adoption,12/29/2017,03/20/2018,Adult,3,20,2018,March
58410,Incompatible with owner lifestyle,Zeus,American Bulldog/Mix,White and Brown,Dog,3 years 6 months.,Male,Foster,12/29/2017,07/17/2018,Adult,7,17,2018,July
58410,Incompatible with owner lifestyle,Zeus,American Bulldog/Mix,White and Brown,Dog,3 years 6 months.,Male,Adoption,12/29/2017,07/27/2018,Adult,7,27,2018,July
58412,Stray,Comet,German Shepherd Dog/Cattle Dog,White and Grey,Dog,3 years 6 months.,Male,Adoption,12/29/2017,01/16/2018,Adult,1,16,2018,January
58413,Stray,Polly Pocket,Hound/Shep Mix,Brown,Dog,3 years 7 months.,Female,Adoption,12/29/2017,01/27/2018,Adult,1,27,2018,January
58414,Stray,Turtle,Domestic Short Hair,Tortoiseshell,Cat,2 years 9 months.,Female,Adoption,12/30/2017,01/19/2018,Adult,1,19,2018,January
58417,Incompatible with owner lifestyle,Sandy,Spaniel/Mix,Brown and Black,Dog,3 years 8 months.,Female,Adoption,12/30/2017,01/06/2018,Adult,1,6,2018,January
58418,Stray,Prince,Labrador Retriever/Pit Bull Terrier,Brown,Dog,4 years 9 months.,Male,Reclaimed,12/30/2017,01/07/2018,Adult,1,7,2018,January
58418,Stray,Prince,Labrador Retriever/Pit Bull Terrier,Brown,Dog,4 years 9 months.,Male,Adoption,12/30/2017,03/12/2018,Adult,3,12,2018,March
58419,Moving,Luke,Beagle/Mix,Brown and White,Dog,3 years 6 months.,Male,Adoption,12/30/2017,01/21/2018,Adult,1,21,2018,January
58420,Moving,Dixie,"Schnauzer, Miniature",Black,Dog,6 years 6 months.,Female,Adoption,12/30/2017,01/07/2018,Adult,1,7,2018,January
58421,Moving,Harley,English Bulldog/Shar Pei,Brown and White,Dog,3 years 6 months.,Female,Foster,12/30/2017,01/07/2018,Adult,1,7,2018,January
58421,Moving,Harley,English Bulldog/Shar Pei,Brown and White,Dog,3 years 6 months.,Female,Adoption,12/30/2017,01/17/2018,Adult,1,17,2018,January
58423,Unsuitable Accommodation,Spud,Beagle/Pug,Tan,Dog,16 years 9 months.,Male,Reclaimed,01/01/2018,01/03/2018,Geriatric,1,3,2018,January
58425,Stray,Finn,Shep Mix/Beagle,Brown and Black,Dog,3 years 9 months.,Male,Adoption,01/02/2018,01/17/2018,Adult,1,17,2018,January
58427,Unsuitable Accommodation,Ruger,Pitbull/Jack Russell Terrier,Black,Dog,3 years 1 month.,Male,Adoption,01/02/2018,01/30/2018,Adult,1,30,2018,January
58428,Incompatible with owner lifestyle,Carley,Domestic Medium Hair,Dilute tortoiseshell,Cat,13 years 6 months.,Female,Adoption,01/02/2018,01/07/2018,Senior,1,7,2018,January
58430,Moving,Sally,Pug/Beagle,Brown,Dog,10 years 6 months.,Female,Adoption,01/02/2018,01/14/2018,Mature,1,14,2018,January
58431,Stray,Sadie,Shep Mix/Beagle,Tricolour,Dog,6 years 6 months.,Female,Adoption,01/02/2018,01/19/2018,Adult,1,19,2018,January
58432,Police Assist,Stripes,Boxer/Mix,Brown and White,Dog,2 years 9 months.,Male,Reclaimed,01/03/2018,01/03/2018,Adult,1,3,2018,January
58433,Police Assist,Stripes,Boxer/Mix,Brown and White,Dog,2 years 9 months.,Male,Reclaimed,01/03/2018,01/03/2018,Adult,1,3,2018,January
58434,Stray,Faye,Domestic Short Hair,Grey,Cat,3 years 6 months.,Female,Foster,01/03/2018,02/14/2018,Adult,2,14,2018,February
58434,Stray,Faye,Domestic Short Hair,Grey,Cat,3 years 6 months.,Female,Adoption,01/03/2018,03/28/2018,Adult,3,28,2018,March
58435,Stray,Javier,Domestic Short Hair,Buff,Cat,3 years 0 months.,Male,Foster,01/03/2018,01/15/2018,Adult,1,15,2018,January
58435,Stray,Javier,Domestic Short Hair,Buff,Cat,3 years 0 months.,Male,Adoption,01/03/2018,03/06/2018,Adult,3,6,2018,March
58436,Stray,Ethan,Domestic Short Hair,Buff,Cat,4 years 0 months.,Male,Foster,01/03/2018,01/15/2018,Adult,1,15,2018,January
58436,Stray,Ethan,Domestic Short Hair,Buff,Cat,4 years 0 months.,Male,Adoption,01/03/2018,03/06/2018,Adult,3,6,2018,March
58437,Stray,Bane,Husky,Black,Dog,7 years 6 months.,Female,Reclaimed,01/03/2018,01/03/2018,Mature,1,3,2018,January
58438,Stray,Sasha,Mix,Brown,Dog,5 years 8 months.,Female,Adoption,01/03/2018,01/23/2018,Adult,1,23,2018,January
58439,Stray,Teddy,Shep Mix/Mix,Brown,Dog,2 years 8 months.,Male,Foster,01/03/2018,01/06/2018,Adult,1,6,2018,January
58439,Stray,Teddy,Shep Mix/Mix,Brown,Dog,2 years 8 months.,Male,Adoption,01/03/2018,01/21/2018,Adult,1,21,2018,January
58440,Stray,Frodo,Pug/Beagle,Tan,Dog,11 years 6 months.,Male,Reclaimed,01/03/2018,01/03/2018,Senior,1,3,2018,January
58443,Stray,Barny,Domestic Short Hair,Orange,Cat,5 years 6 months.,Male,Transfer,01/04/2018,01/11/2018,Adult,1,11,2018,January
58445,Moving,Eva Lucille,Pit Bull Terrier/Boxer,Black and White,Dog,1 year 8 months.,Female,Adoption,01/04/2018,02/16/2018,Adolescent,2,16,2018,February
58446,Incompatible with owner lifestyle,Queen,German Shepherd Dog/Labrador Retriever,Black and Brown,Dog,2 years 9 months.,Female,Adoption,01/04/2018,01/16/2018,Adult,1,16,2018,January
58447,Incompatible with owner lifestyle,King,German Shepherd Dog/Labrador Retriever,Black,Dog,2 years 9 months.,Male,Adoption,01/04/2018,01/10/2018,Adult,1,10,2018,January
58450,Police Assist,Lola,German Shepherd Dog,Black and Tan,Dog,3 years 2 months.,Female,Reclaimed,01/05/2018,01/06/2018,Adult,1,6,2018,January
58450,Police Assist,Lola,German Shepherd Dog,Black and Tan,Dog,3 years 2 months.,Female,Adoption,01/05/2018,08/18/2018,Adult,8,18,2018,August
58452,Stray,Leia,Domestic Short Hair,Black,Cat,3 years 6 months.,Female,Foster,01/05/2018,01/30/2018,Adult,1,30,2018,January
58452,Stray,Leia,Domestic Short Hair,Black,Cat,3 years 6 months.,Female,Adoption,01/05/2018,02/24/2018,Adult,2,24,2018,February
58453,Stray,Padme,Domestic Short Hair,Black,Cat,3 years 6 months.,Female,Foster,01/05/2018,01/30/2018,Adult,1,30,2018,January
58453,Stray,Padme,Domestic Short Hair,Black,Cat,3 years 6 months.,Female,Adoption,01/05/2018,02/25/2018,Adult,2,25,2018,February
58454,Stray,Iggy,Domestic Short Hair,Black,Cat,13 years 6 months.,Male,Reclaimed,01/05/2018,01/09/2018,Senior,1,9,2018,January
58456,Incompatible with owner lifestyle,Rosebud,Hound,Tricolour,Dog,1 year 3 months.,Female,Adoption,01/05/2018,01/28/2018,Adolescent,1,28,2018,January
58457,Stray,Paws,Domestic Short Hair,Black and Brown,Cat,8 years 6 months.,Male,Reclaimed,01/05/2018,01/06/2018,Mature,1,6,2018,January
58458,Incompatible with owner lifestyle,Mario,Domestic Short Hair,Orange,Cat,4 years 6 months.,Male,Adoption,01/05/2018,01/29/2018,Adult,1,29,2018,January
58459,Stray,Zeus,Husky,White,Dog,10 years 6 months.,Male,Reclaimed,01/05/2018,01/06/2018,Mature,1,6,2018,January
58460,Owner Deceased,Hercules,Labrador Retriever/Mix,Black,Dog,5 years 6 months.,Male,Reclaimed,01/06/2018,01/06/2018,Adult,1,6,2018,January
58460,Owner Deceased,Hercules,Labrador Retriever/Mix,Black,Dog,5 years 6 months.,Male,Adoption,01/06/2018,01/24/2018,Adult,1,24,2018,January
58461,Owner Deceased,Socrates,Labrador Retriever/Mix,Black,Dog,3 years 0 months.,Male,Reclaimed,01/06/2018,01/06/2018,Adult,1,6,2018,January
58461,Owner Deceased,Socrates,Labrador Retriever/Mix,Black,Dog,3 years 0 months.,Male,Adoption,01/06/2018,02/23/2018,Adult,2,23,2018,February
58462,Incompatible with owner lifestyle,Prissy,Domestic Short Hair,White and Black,Cat,14 years 3 months.,Female,Adoption,01/06/2018,02/03/2018,Senior,2,3,2018,February
58463,Stray,Sam,Brittany Spaniel,Liver and White,Dog,7 years 5 months.,Male,Reclaimed,01/06/2018,01/07/2018,Mature,1,7,2018,January
58464,Stray,Nicole Kitty,Domestic Short Hair,Tortoiseshell,Cat,3 years 4 months.,Female,Adoption,01/06/2018,02/01/2018,Adult,2,1,2018,February
58465,Stray,Ewan,Domestic Short Hair,Black and Brown,Cat,3 years 3 months.,Male,Adoption,01/06/2018,01/30/2018,Adult,1,30,2018,January
58466,Owner Deceased,Bonnie Chance,"Schnauzer, Miniature/Mix",Tan and Brown,Dog,3 years 6 months.,Female,Adoption,01/06/2018,01/10/2018,Adult,1,10,2018,January
58466,Owner Deceased,Bonnie Chance,"Schnauzer, Miniature/Mix",Tan and Brown,Dog,3 years 6 months.,Female,Adoption,01/06/2018,01/16/2018,Adult,1,16,2018,January
58466,Owner Deceased,Bonnie Chance,"Schnauzer, Miniature/Mix",Tan and Brown,Dog,3 years 6 months.,Female,Adoption,01/06/2018,01/20/2018,Adult,1,20,2018,January
58469,Stray,Yogi,German Shepherd Dog,Black and Tan,Dog,4 years 6 months.,Male,Adoption,01/07/2018,02/09/2018,Adult,2,9,2018,February
58471,Stray,Whiskers,Domestic Long Hair,Orange and White,Cat,12 years 9 months.,Male,Reclaimed,01/07/2018,01/09/2018,Senior,1,9,2018,January
58471,Stray,Whiskers,Domestic Long Hair,Orange and White,Cat,12 years 9 months.,Male,Reclaimed,01/07/2018,03/23/2019,Senior,3,23,2019,March
58472,Stray,Valerie,Domestic Short Hair,Tabbico,Cat,8 years 6 months.,Female,Adoption,01/08/2018,04/26/2018,Mature,4,26,2018,April
