id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear
68043,Stray,Roxy,Bully Breed Mix,Brindle,Dog,5 years 6 months.,Female,Reclaimed,09/23/2020,09/25/2020,Adult,Adult,09,25,2020,09,23,2020
68044,Stray,Webber,Pointer,Black and White,Dog,2 years 8 months.,Male,Reclaimed,09/23/2020,09/24/2020,Adult,Adult,09,24,2020,09,23,2020
68048,Stray,Chloe,American Staffordshire Terrier/Mix,White and Brown,Dog,7 years 0 months.,Female,Reclaimed,09/24/2020,09/30/2020,Mature,Mature,09,30,2020,09,24,2020
68049,Stray,Buddy,Corgi/Rat Terrier,Tricolour,Dog,1 year 6 months.,Male,Reclaimed,09/24/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,24,2020
68050,Stray,Doobie,Dachshund/Mix,Red and Black,Dog,1 year 0 months.,Male,Reclaimed,09/24/2020,09/24/2020,Adolescent,Adolescent,09,24,2020,09,24,2020
68051,Stray,Felix,"Schnauzer, Standard",Grey,Dog,10 years 11 months.,Male,Reclaimed,09/24/2020,09/24/2020,Mature,Senior,09,24,2020,09,24,2020
68054,Landlord issues,Nala,Clumber Spaniel/Retriever,Orange and White,Dog,1 year 10 months.,Female,Adoption,09/24/2020,10/01/2020,Adolescent,Adolescent,10,01,2020,09,24,2020
68054,Landlord issues,Nala,Clumber Spaniel/Retriever,Orange and White,Dog,1 year 10 months.,Female,Adoption,09/24/2020,06/05/2021,Adolescent,Adolescent,06,05,2021,09,24,2020
68055,Unsuitable Accommodation,Archie,Domestic Short Hair,Grey,Cat,10 months.,Male,Foster,09/24/2020,10/09/2020,Adolescent,Adolescent,10,09,2020,09,24,2020
68055,Unsuitable Accommodation,Archie,Domestic Short Hair,Grey,Cat,10 months.,Male,Adoption,09/24/2020,11/17/2020,Adolescent,Adolescent,11,17,2020,09,24,2020
68056,Stray,Chopin,Domestic Short Hair,Black,Cat,9 months.,Male,Adoption,09/24/2020,10/08/2020,Adolescent,Adolescent,10,08,2020,09,24,2020
68057,Litter relinquishment,Cha Cha,Domestic Short Hair,Dilute calico,Cat,8 months.,Female,Foster,09/25/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,25,2020
68057,Litter relinquishment,Cha Cha,Domestic Short Hair,Dilute calico,Cat,8 months.,Female,Adoption,09/25/2020,10/23/2020,Adolescent,Adolescent,10,23,2020,09,25,2020
68058,Litter relinquishment,Kenicki,Domestic Short Hair,White and Grey,Cat,12 weeks.,Male,Foster,09/25/2020,09/29/2020,Kitten,Puppy,09,29,2020,09,25,2020
68058,Litter relinquishment,Kenicki,Domestic Short Hair,White and Grey,Cat,12 weeks.,Male,Adoption,09/25/2020,10/23/2020,Kitten,Puppy,10,23,2020,09,25,2020
68059,Litter relinquishment,Danny,Domestic Short Hair,Buff and white,Cat,8 months.,Male,Foster,09/25/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,25,2020
68059,Litter relinquishment,Danny,Domestic Short Hair,Buff and white,Cat,8 months.,Male,Adoption,09/25/2020,10/25/2020,Adolescent,Adolescent,10,25,2020,09,25,2020
68060,Litter relinquishment,Sonny,Domestic Short Hair,Grey and White,Cat,8 months.,Male,Foster,09/25/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,25,2020
68060,Litter relinquishment,Sonny,Domestic Short Hair,Grey and White,Cat,8 months.,Male,Adoption,09/25/2020,10/23/2020,Adolescent,Adolescent,10,23,2020,09,25,2020
68061,Litter relinquishment,Frenchy,Domestic Short Hair,Buff and white,Cat,8 months.,Female,Foster,09/25/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,25,2020
68061,Litter relinquishment,Frenchy,Domestic Short Hair,Buff and white,Cat,8 months.,Female,Adoption,09/25/2020,10/23/2020,Adolescent,Adolescent,10,23,2020,09,25,2020
68062,Stray,Kerfuffle,Chihuahua/Papillon,Golden,Dog,9 years 4 months.,Female,Foster,09/25/2020,10/15/2020,Mature,Senior,10,15,2020,09,25,2020
68062,Stray,Kerfuffle,Chihuahua/Papillon,Golden,Dog,9 years 4 months.,Female,Adoption,09/25/2020,01/14/2021,Mature,Senior,01,14,2021,09,25,2020
68063,Abandoned,Donald,Bully Breed Mix,Black and White,Dog,8 years 2 months.,Male,Adoption,09/25/2020,10/01/2020,Mature,Mature,10,01,2020,09,25,2020
68064,Stray,Chase,Domestic Long Hair,"Black, Brown and White",Cat,10 months.,Male,Foster,09/25/2020,09/25/2020,Adolescent,Adolescent,09,25,2020,09,25,2020
68064,Stray,Chase,Domestic Long Hair,"Black, Brown and White",Cat,10 months.,Male,Adoption,09/25/2020,11/13/2020,Adolescent,Adolescent,11,13,2020,09,25,2020
68065,Stray,Caleb,Domestic Long Hair,"Brown, Black and White",Cat,8 months.,Male,Foster,09/25/2020,09/26/2020,Adolescent,Adolescent,09,26,2020,09,25,2020
68065,Stray,Caleb,Domestic Long Hair,"Brown, Black and White",Cat,8 months.,Male,Adoption,09/25/2020,11/21/2020,Adolescent,Adolescent,11,21,2020,09,25,2020
68066,Stray,Tyler,Domestic Long Hair,Black and White,Cat,8 months.,Male,Foster,09/25/2020,09/25/2020,Adolescent,Adolescent,09,25,2020,09,25,2020
68066,Stray,Tyler,Domestic Long Hair,Black and White,Cat,8 months.,Male,Adoption,09/25/2020,11/15/2020,Adolescent,Adolescent,11,15,2020,09,25,2020
68067,Stray,Pogue,Domestic Short Hair,Black,Cat,8 months.,Male,Foster,09/25/2020,09/26/2020,Adolescent,Adolescent,09,26,2020,09,25,2020
68067,Stray,Pogue,Domestic Short Hair,Black,Cat,8 months.,Male,Adoption,09/25/2020,12/03/2020,Adolescent,Adolescent,12,03,2020,09,25,2020
68068,Stray,Reid,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,09/25/2020,09/26/2020,Adolescent,Adolescent,09,26,2020,09,25,2020
68068,Stray,Reid,Domestic Short Hair,Grey,Cat,8 months.,Male,Adoption,09/25/2020,11/19/2020,Adolescent,Adolescent,11,19,2020,09,25,2020
68069,Stray,Red,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,09/25/2020,09/25/2020,Adolescent,Adolescent,09,25,2020,09,25,2020
68069,Stray,Red,Domestic Short Hair,Grey,Cat,8 months.,Male,Adoption,09/25/2020,11/06/2020,Adolescent,Adolescent,11,06,2020,09,25,2020
68070,Stray,Kitty,Domestic Short Hair,Grey and White,Cat,8 months.,Female,Foster,09/25/2020,09/25/2020,Adolescent,Adolescent,09,25,2020,09,25,2020
68070,Stray,Kitty,Domestic Short Hair,Grey and White,Cat,8 months.,Female,Foster,09/25/2020,11/21/2020,Adolescent,Adolescent,11,21,2020,09,25,2020
68070,Stray,Kitty,Domestic Short Hair,Grey and White,Cat,8 months.,Female,Adoption,09/25/2020,12/19/2020,Adolescent,Adolescent,12,19,2020,09,25,2020
68071,Incompatible with owner lifestyle,Salsa,Domestic Medium Hair,"Black, Brown and White",Cat,8 months.,Male,Foster,09/25/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,25,2020
68071,Incompatible with owner lifestyle,Salsa,Domestic Medium Hair,"Black, Brown and White",Cat,8 months.,Male,Adoption,09/25/2020,10/16/2020,Adolescent,Adolescent,10,16,2020,09,25,2020
68072,Incompatible with owner lifestyle,Chips,Domestic Short Hair,"Brown, Black and White",Cat,8 months.,Male,Foster,09/25/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,25,2020
68072,Incompatible with owner lifestyle,Chips,Domestic Short Hair,"Brown, Black and White",Cat,8 months.,Male,Adoption,09/25/2020,10/16/2020,Adolescent,Adolescent,10,16,2020,09,25,2020
68074,Moving,Bubble,Domestic Short Hair,Cream,Cat,1 year 8 months.,Female,Adoption,09/25/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,25,2020
68075,Stray,Olaf,Domestic Medium Hair,White,Cat,1 year 0 months.,Unknown,Reclaimed,09/25/2020,09/28/2020,Adolescent,Adolescent,09,28,2020,09,25,2020
68077,Stray,Kelli,Domestic Short Hair,Tortoiseshell,Cat,1 year 2 months.,Female,Adoption,09/26/2020,11/15/2020,Adolescent,Adolescent,11,15,2020,09,26,2020
68078,Stray,Bella,Domestic Short Hair,Black and Brown,Cat,1 year 1 month.,Female,Foster,09/26/2020,11/06/2020,Adolescent,Adolescent,11,06,2020,09,26,2020
68078,Stray,Bella,Domestic Short Hair,Black and Brown,Cat,1 year 1 month.,Female,Adoption,09/26/2020,11/21/2020,Adolescent,Adolescent,11,21,2020,09,26,2020
68079,Stray,Edward,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Foster,09/26/2020,11/06/2020,Adolescent,Adolescent,11,06,2020,09,26,2020
68079,Stray,Edward,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Adoption,09/26/2020,12/11/2020,Adolescent,Adolescent,12,11,2020,09,26,2020
68080,Stray,Jacob,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Foster,09/26/2020,11/06/2020,Adolescent,Adolescent,11,06,2020,09,26,2020
68080,Stray,Jacob,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Adoption,09/26/2020,11/21/2020,Adolescent,Adolescent,11,21,2020,09,26,2020
68081,Landlord issues,Bear,German Shepherd Dog/Chow Chow,Brown and Black,Dog,11 years 1 month.,Male,Adoption,09/26/2020,10/22/2020,Senior,Senior,10,22,2020,09,26,2020
68081,Landlord issues,Bear,German Shepherd Dog/Chow Chow,Brown and Black,Dog,11 years 1 month.,Male,Foster,09/26/2020,11/07/2020,Senior,Senior,11,07,2020,09,26,2020
68082,Stray,Stormy,Beagle,Tricolour,Dog,2 years 7 months.,Male,Reclaimed,09/26/2020,10/07/2020,Adult,Adult,10,07,2020,09,26,2020
68085,Stray,Applebee,Domestic Short Hair,Black and White,Cat,5 years 10 months.,Female,Adoption,09/26/2020,11/02/2020,Adult,Adult,11,02,2020,09,26,2020
68086,Litter relinquishment,Janus,Domestic Short Hair,Calico,Cat,8 months.,Female,Adoption,09/26/2020,10/02/2020,Adolescent,Adolescent,10,02,2020,09,26,2020
68087,Litter relinquishment,Felix,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Adoption,09/26/2020,10/02/2020,Adolescent,Adolescent,10,02,2020,09,26,2020
68088,Litter relinquishment,Inigo Montoya,Domestic Short Hair,White and Orange,Cat,8 months.,Male,Adoption,09/26/2020,10/08/2020,Adolescent,Adolescent,10,08,2020,09,26,2020
68089,Stray,Moana,Domestic Short Hair,Black and Brown,Cat,1 year 9 months.,Female,Adoption,09/26/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,09,26,2020
68090,Stray,Peach,Domestic Short Hair,Tortoiseshell,Cat,1 year 3 months.,Female,Foster,09/26/2020,09/30/2020,Adolescent,Adolescent,09,30,2020,09,26,2020
68090,Stray,Peach,Domestic Short Hair,Tortoiseshell,Cat,1 year 3 months.,Female,Adoption,09/26/2020,10/31/2020,Adolescent,Adolescent,10,31,2020,09,26,2020
68091,Stray,Bowser,Domestic Short Hair,Orange,Cat,8 months.,Male,Foster,09/26/2020,09/30/2020,Adolescent,Adolescent,09,30,2020,09,26,2020
68091,Stray,Bowser,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoption,09/26/2020,11/02/2020,Adolescent,Adolescent,11,02,2020,09,26,2020
68092,Stray,Wario,Domestic Short Hair,Orange,Cat,8 months.,Male,Foster,09/26/2020,09/30/2020,Adolescent,Adolescent,09,30,2020,09,26,2020
68092,Stray,Wario,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoption,09/26/2020,11/07/2020,Adolescent,Adolescent,11,07,2020,09,26,2020
68093,Sick/Injured,LuLu,Terrier/Shepherd,Black and White,Dog,1 year 11 months.,Female,Foster,09/27/2020,10/16/2020,Adolescent,Adolescent,10,16,2020,09,27,2020
68093,Sick/Injured,LuLu,Terrier/Shepherd,Black and White,Dog,1 year 11 months.,Female,Foster,09/27/2020,01/11/2021,Adolescent,Adolescent,01,11,2021,09,27,2020
68093,Sick/Injured,LuLu,Terrier/Shepherd,Black and White,Dog,1 year 11 months.,Female,Adoption,09/27/2020,05/23/2021,Adolescent,Adolescent,05,23,2021,09,27,2020
68094,Stray,CJ,Domestic Short Hair,White and Grey,Cat,5 years 3 months.,Male,Adoption,09/27/2020,10/11/2020,Adult,Adult,10,11,2020,09,27,2020
68095,Police Assist,Morris,Domestic Long Hair,Orange and White,Cat,16 years 2 months.,Male,Reclaimed,09/27/2020,10/05/2020,Geriatric,Geriatric,10,05,2020,09,27,2020
68097,Stray,Sylvia,Domestic Short Hair,Black and White,Cat,8 months.,Unknown,Reclaimed,09/28/2020,09/28/2020,Adolescent,Adolescent,09,28,2020,09,28,2020
68098,Stray,Velveeta,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoption,09/28/2020,10/12/2020,Adolescent,Adolescent,10,12,2020,09,28,2020
68099,Moving,Leroy,Great Pyrenees/Catahoula Leopard Dog,White and Brown,Dog,2 years 2 months.,Male,Adoption,09/28/2020,10/12/2020,Adult,Adult,10,12,2020,09,28,2020
68100,Stray,Moshi,Labrador Retriever,Brown,Dog,10 months.,Female,Adoption,09/28/2020,10/09/2020,Adolescent,Adolescent,10,09,2020,09,28,2020
68101,Incompatible with owner lifestyle,Jabba,Domestic Short Hair,Black,Cat,8 years 2 months.,Male,Adoption,09/28/2020,10/11/2020,Mature,Mature,10,11,2020,09,28,2020
68102,Stray,Dinky,Domestic Short Hair,Calico,Cat,8 months.,Female,Foster,09/28/2020,10/09/2020,Adolescent,Adolescent,10,09,2020,09,28,2020
68102,Stray,Dinky,Domestic Short Hair,Calico,Cat,8 months.,Female,Adoption,09/28/2020,11/20/2020,Adolescent,Adolescent,11,20,2020,09,28,2020
68104,Police Assist,Trixie,Terrier/Mix,Black and Tan,Dog,8 months.,Female,Adoption,09/28/2020,10/13/2020,Adolescent,Adolescent,10,13,2020,09,28,2020
68105,Police Assist,Wylie,Terrier/Mix,Tan,Dog,8 months.,Male,Reclaimed,09/28/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,28,2020
68106,Stray,Penne,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Foster,09/28/2020,09/28/2020,Adolescent,Adolescent,09,28,2020,09,28,2020
68106,Stray,Penne,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Foster,09/28/2020,12/14/2020,Adolescent,Adolescent,12,14,2020,09,28,2020
68106,Stray,Penne,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Adoption,09/28/2020,02/27/2021,Adolescent,Adolescent,02,27,2021,09,28,2020
68107,Stray,Bucatini,Domestic Short Hair,Buff,Cat,5 weeks.,Female,Foster,09/28/2020,09/28/2020,Kitten,Puppy,09,28,2020,09,28,2020
68108,Stray,Malfada,Domestic Short Hair,Orange and White,Cat,2 weeks.,Male,Foster,09/28/2020,09/28/2020,Kitten,Puppy,09,28,2020,09,28,2020
68111,Sick/Injured,Alastor,Domestic Short Hair,White and Brown,Cat,1 year 2 months.,Male,Adoption,09/29/2020,10/26/2020,Adolescent,Adolescent,10,26,2020,09,29,2020
68111,Sick/Injured,Alastor,Domestic Short Hair,White and Brown,Cat,1 year 2 months.,Male,Adoption,09/29/2020,04/26/2021,Adolescent,Adolescent,04,26,2021,09,29,2020
68112,Stray,Diesel,Husky,Brown and White,Dog,2 years 7 months.,Male,Reclaimed,09/29/2020,09/29/2020,Adult,Adult,09,29,2020,09,29,2020
68113,Stray,Buddy,Labrador Retriever,Black,Dog,10 years 0 months.,Male,Reclaimed,09/29/2020,09/29/2020,Mature,Senior,09,29,2020,09,29,2020
68115,Stray,Tuscany,Shep Mix,Brown,Dog,8 months.,Female,Adoption,09/29/2020,10/10/2020,Adolescent,Adolescent,10,10,2020,09,29,2020
68116,Marriage/Relationship split,Sandy,Domestic Short Hair,Orange,Cat,1 year 2 months.,Female,Adoption,09/29/2020,12/01/2020,Adolescent,Adolescent,12,01,2020,09,29,2020
68118,Born in Shelter,Pickle,Domestic Short Hair,Brown and White,Cat,8 months.,Male,Foster,09/29/2020,09/29/2020,Adolescent,Adolescent,09,29,2020,09,29,2020
68118,Born in Shelter,Pickle,Domestic Short Hair,Brown and White,Cat,8 months.,Male,Adoption,09/29/2020,11/28/2020,Adolescent,Adolescent,11,28,2020,09,29,2020
68120,TNR - Trap/Neuter/Release,Eller,Domestic Short Hair,Black,Cat,99 years 0 months.,Male,Released To Wild,09/30/2020,10/02/2020,Unknown,Unknown,10,02,2020,09,30,2020
68121,Stray,Gary,Husky,Black and Brown,Dog,2 years 9 months.,Male,Reclaimed,09/30/2020,09/30/2020,Adult,Adult,09,30,2020,09,30,2020
68125,Stray,Fevzi,Domestic Short Hair,Grey and White,Cat,2 years 2 months.,Female,Adoption,09/30/2020,10/24/2020,Adult,Adult,10,24,2020,09,30,2020
68126,Stray,Jojo,"Golden Retriever/Poodle, Standard",Orange,Dog,8 months.,Unknown,Reclaimed,09/30/2020,10/01/2020,Adolescent,Adolescent,10,01,2020,09,30,2020
68127,Stray,Desi,Unknown,Black and Brown,Cat,3 years 8 months.,Female,Reclaimed,10/01/2020,10/01/2020,Adult,Adult,10,01,2020,10,01,2020
68128,Stray,Eileen,Calico,Calico,Cat,8 months.,Female,Foster,10/01/2020,11/28/2020,Adolescent,Adolescent,11,28,2020,10,01,2020
68128,Stray,Eileen,Calico,Calico,Cat,8 months.,Female,Adoption,10/01/2020,12/23/2020,Adolescent,Adolescent,12,23,2020,10,01,2020
68129,Unable to Afford,Tate,Bully Breed Mix,Brown,Dog,9 years 2 months.,Female,Adoption,10/01/2020,10/15/2020,Mature,Senior,10,15,2020,10,01,2020
68130,Moving,Kenly,Shep Mix,Brown,Dog,4 years 0 months.,Female,Foster,10/01/2020,11/28/2020,Adult,Adult,11,28,2020,10,01,2020
68130,Moving,Kenly,Shep Mix,Brown,Dog,4 years 0 months.,Female,Adoption,10/01/2020,12/19/2020,Adult,Adult,12,19,2020,10,01,2020
68131,Unable to Afford,Buckwheat,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoption,10/01/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,10,01,2020
68132,Unable to Afford,Porky,Domestic Short Hair,Black,Cat,8 months.,Female,Adoption,10/01/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,10,01,2020
68133,Unable to Afford,Froggy,Domestic Short Hair,Black,Cat,8 months.,Female,Adoption,10/01/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,10,01,2020
68134,Unable to Afford,Uh-Huh,Domestic Short Hair,Black and Brown,Cat,9 months.,Female,Adoption,10/01/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,10,01,2020
68135,Unable to Afford,Stymie,Domestic Short Hair,Black,Cat,1 year 9 months.,Male,Adoption,10/01/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,10,01,2020
68136,Unable to Afford,Alfalfa,Domestic Short Hair,Black,Cat,8 months.,Female,Adoption,10/01/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,10,01,2020
68137,Stray,Momo,Calico,Calico,Cat,1 year 0 months.,Female,Reclaimed,10/01/2020,10/01/2020,Adolescent,Adolescent,10,01,2020,10,01,2020
68138,Stray,Curious George,Domestic Short Hair,Black and White,Cat,8 months.,Male,Adoption,10/01/2020,12/08/2020,Adolescent,Adolescent,12,08,2020,10,01,2020
68141,TNR - Trap/Neuter/Release,Julie,Domestic Short Hair,Torbie,Cat,1 year 0 months.,Female,Released To Wild,10/02/2020,10/06/2020,Adolescent,Adolescent,10,06,2020,10,02,2020
68142,Sick/Injured,George,Domestic Short Hair,"Brown, Black and White",Cat,2 years 3 months.,Male,Transfer,10/02/2020,10/08/2020,Adult,Adult,10,08,2020,10,02,2020
68143,Stray,Archie,Doberman Pinscher/Rottweiler,Black and Tan,Dog,1 year 4 months.,Male,Adoption,10/02/2020,10/20/2020,Adolescent,Adolescent,10,20,2020,10,02,2020
68143,Stray,Archie,Doberman Pinscher/Rottweiler,Black and Tan,Dog,1 year 4 months.,Male,Adoption,10/02/2020,11/02/2020,Adolescent,Adolescent,11,02,2020,10,02,2020
68144,Behavioral Issues,Disco,Australian Cattle Dog,Black merle,Dog,1 year 2 months.,Female,Reclaimed,10/02/2020,10/12/2020,Adolescent,Adolescent,10,12,2020,10,02,2020
68145,Incompatible with owner lifestyle,Chamberlain,Domestic Short Hair,Black and White,Cat,6 years 3 months.,Male,Adoption,10/02/2020,10/15/2020,Adult,Mature,10,15,2020,10,02,2020
68145,Incompatible with owner lifestyle,Chamberlain,Domestic Short Hair,Black and White,Cat,6 years 3 months.,Male,Adoption,10/02/2020,12/12/2020,Adult,Mature,12,12,2020,10,02,2020
68146,Stray,Justin T,Domestic Short Hair,Orange,Cat,8 months.,Male,Foster,10/02/2020,10/23/2020,Adolescent,Adolescent,10,23,2020,10,02,2020
68146,Stray,Justin T,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoption,10/02/2020,12/04/2020,Adolescent,Adolescent,12,04,2020,10,02,2020
68147,Stray,Britney S,Domestic Short Hair,Calico,Cat,8 months.,Female,Foster,10/02/2020,10/23/2020,Adolescent,Adolescent,10,23,2020,10,02,2020
68147,Stray,Britney S,Domestic Short Hair,Calico,Cat,8 months.,Female,Adoption,10/02/2020,11/21/2020,Adolescent,Adolescent,11,21,2020,10,02,2020
68148,Stray,Libby,Domestic Short Hair,White and Orange,Cat,4 years 3 months.,Female,Transfer,10/02/2020,10/16/2020,Adult,Adult,10,16,2020,10,02,2020
68149,Stray,Ranger,German Shepherd Dog,Black,Dog,1 year 11 months.,Male,Reclaimed,10/03/2020,10/07/2020,Adolescent,Adolescent,10,07,2020,10,03,2020
68151,TNR - Trap/Neuter/Release,Bubbles,Domestic Short Hair,Grey,Cat,1 year 3 months.,Male,Reclaimed,10/03/2020,10/03/2020,Adolescent,Adolescent,10,03,2020,10,03,2020
68153,Stray,Nala,Bully Breed Mix,Brindle,Dog,5 years 11 months.,Female,Adoption,10/03/2020,11/07/2020,Adult,Adult,11,07,2020,10,03,2020
68153,Stray,Nala,Bully Breed Mix,Brindle,Dog,5 years 11 months.,Female,Adoption,10/03/2020,02/08/2021,Adult,Adult,02,08,2021,10,03,2020
68153,Stray,Nala,Bully Breed Mix,Brindle,Dog,5 years 11 months.,Female,Adoption,10/03/2020,07/17/2021,Adult,Adult,07,17,2021,10,03,2020
68153,Stray,Nala,Bully Breed Mix,Brindle,Dog,5 years 11 months.,Female,Adoption,10/03/2020,09/24/2021,Adult,Adult,09,24,2021,10,03,2020
68155,Stray,Milo,Unknown,Orange,Cat,3 years 3 months.,Male,Reclaimed,10/03/2020,10/03/2020,Adult,Adult,10,03,2020,10,03,2020
68156,Stray,Mia,Rat Terrier/Chihuahua,Brown and Black,Dog,1 year 3 months.,Female,Reclaimed,10/03/2020,10/08/2020,Adolescent,Adolescent,10,08,2020,10,03,2020
68157,Stray,Reece,Rat Terrier/Yorkshire Terrier,Black and Brown,Dog,7 years 3 months.,Female,Reclaimed,10/03/2020,10/08/2020,Mature,Mature,10,08,2020,10,03,2020
68159,Stray,Vega,Husky,Black and White,Dog,2 years 0 months.,Female,Reclaimed,10/04/2020,10/05/2020,Adult,Adult,10,05,2020,10,04,2020
68160,Stray,Evan,Bully Breed Mix,White and Brown,Dog,1 year 6 months.,Male,Adoption,10/04/2020,11/05/2020,Adolescent,Adolescent,11,05,2020,10,04,2020
68160,Stray,Evan,Bully Breed Mix,White and Brown,Dog,1 year 6 months.,Male,Adoption,10/04/2020,12/11/2020,Adolescent,Adolescent,12,11,2020,10,04,2020
68160,Stray,Evan,Bully Breed Mix,White and Brown,Dog,1 year 6 months.,Male,Adoption,10/04/2020,01/29/2021,Adolescent,Adolescent,01,29,2021,10,04,2020
68161,Stray,Pebbles,Hound,Brown and Black,Dog,2 years 7 months.,Female,Reclaimed,10/04/2020,10/08/2020,Adult,Adult,10,08,2020,10,04,2020
68161,Stray,Pebbles,Hound,Brown and Black,Dog,2 years 7 months.,Female,Reclaimed,10/04/2020,02/22/2021,Adult,Adult,02,22,2021,10,04,2020
68161,Stray,Pebbles,Hound,Brown and Black,Dog,2 years 7 months.,Female,Adoption,10/04/2020,05/01/2021,Adult,Adult,05,01,2021,10,04,2020
68163,Stray,Krew,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,10/05/2020,10/09/2020,Adolescent,Adolescent,10,09,2020,10,05,2020
68163,Stray,Krew,Domestic Short Hair,Grey,Cat,8 months.,Male,Adoption,10/05/2020,11/20/2020,Adolescent,Adolescent,11,20,2020,10,05,2020
68164,Incompatible with owner lifestyle,Waylon,Fox Terrier,White and Brown,Dog,8 months.,Male,Adoption,10/05/2020,10/11/2020,Adolescent,Adolescent,10,11,2020,10,05,2020
68168,Stray,Button aka Toby,Domestic Short Hair,"Black, Brown and White",Cat,6 years 3 months.,Male,Foster,10/05/2020,10/26/2020,Adult,Mature,10,26,2020,10,05,2020
68168,Stray,Button aka Toby,Domestic Short Hair,"Black, Brown and White",Cat,6 years 3 months.,Male,Reclaimed,10/05/2020,11/28/2020,Adult,Mature,11,28,2020,10,05,2020
68169,Rabies Monitoring,Snuggles Dog,Bully Breed Mix,Grey,Dog,3 years 11 months.,Male,Reclaimed,10/05/2020,10/23/2020,Adult,Adult,10,23,2020,10,05,2020
68171,Stray,Snowbird,Domestic Short Hair,Black and White,Cat,2 years 2 months.,Male,Adoption,10/06/2020,10/18/2020,Adult,Adult,10,18,2020,10,06,2020
68174,Stray,Stanford,Unknown,"Brown, Black and White",Cat,2 years 3 months.,Unknown,Released To Wild,10/07/2020,10/09/2020,Adult,Adult,10,09,2020,10,07,2020
68175,Stray,Sandra,Unknown,Calico,Cat,1 year 1 month.,Female,Released To Wild,10/07/2020,10/13/2020,Adolescent,Adolescent,10,13,2020,10,07,2020
68180,Abandoned,Jareth,Domestic Long Hair,Black,Cat,8 months.,Male,Foster,10/07/2020,10/09/2020,Adolescent,Adolescent,10,09,2020,10,07,2020
68180,Abandoned,Jareth,Domestic Long Hair,Black,Cat,8 months.,Male,Adoption,10/07/2020,11/17/2020,Adolescent,Adolescent,11,17,2020,10,07,2020
68182,Stray,Ciao Bella,Labrador Retriever,Black,Dog,8 months.,Female,Adoption,10/07/2020,10/17/2020,Adolescent,Adolescent,10,17,2020,10,07,2020
68183,Abandoned,Dylan Sanders,Domestic Short Hair,Tortoiseshell,Cat,8 months.,Female,Adoption,10/07/2020,11/20/2020,Adolescent,Adolescent,11,20,2020,10,07,2020
68184,Abandoned,Alex Munday,Domestic Short Hair,Torbie,Cat,8 months.,Female,Adoption,10/07/2020,11/10/2020,Adolescent,Adolescent,11,10,2020,10,07,2020
68185,Abandoned,Natalie Cook,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoption,10/07/2020,11/10/2020,Adolescent,Adolescent,11,10,2020,10,07,2020
68185,Abandoned,Natalie Cook,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoption,10/07/2020,12/04/2020,Adolescent,Adolescent,12,04,2020,10,07,2020
68188,Incompatible with owner lifestyle,Lola,Bully Breed Mix,Red,Dog,1 year 3 months.,Female,Adoption,10/08/2020,12/05/2020,Adolescent,Adolescent,12,05,2020,10,08,2020
68191,Stray,Chiffon,Domestic Short Hair,Dilute tortoiseshell,Cat,8 months.,Female,Foster,10/08/2020,10/17/2020,Adolescent,Adolescent,10,17,2020,10,08,2020
68191,Stray,Chiffon,Domestic Short Hair,Dilute tortoiseshell,Cat,8 months.,Female,Adoption,10/08/2020,11/17/2020,Adolescent,Adolescent,11,17,2020,10,08,2020
